t,x,y,vx,vy
0.0,0.0,0.98329,-14286.123643931305,0.0
1e-05,-0.14236893807012502,0.9730988523078731,-14138.170257064583,-2034.1457205451934
2e-05,-0.2818013060324021,0.9427218431611546,-13698.22352953347,-4024.65968247209
3.0000000000000004e-05,-0.41538204687206853,0.8928523077493077,-12974.571167683693,-5928.66933479215
4e-05,-0.5403709115391597,0.8245746271340891,-11983.148261294718,-7705.674418357486
5e-05,-0.6542363660299804,0.7393274917405779,-10748.659633080304,-9318.012558229662
6.000000000000001e-05,-0.7546627943481504,0.6388876013861909,-9304.623042958263,-10732.25749746738
7.000000000000001e-05,-0.8396645518045771,0.5253421277585236,-7683.6235873268415,-11924.451876035526
8e-05,-0.9076234528164802,0.4011763099345773,-5910.082902939132,-12866.357151810495
9e-05,-0.957264325710118,0.2689914288381428,-4015.6935656681962,-13537.638095783257
0.0001,-0.9876574996652587,0.13146887188860334,-2040.8214277071247,-13928.168457950249
0.00011,-0.9982188047151808,-0.008629866999065983,-34.50561756902607,-14038.030967313362
0.00012000000000000002,-0.988713491179133,-0.1484677365570351,1946.1289169589197,-13877.428560011387
0.00013000000000000002,-0.9595063087437445,-0.2853551974640966,3869.3360535455854,-13454.696832921585
0.00014000000000000001,-0.911435530415316,-0.41662090125593493,5710.974612748787,-12767.041881356294
0.00015000000000000001,-0.8455569737906214,-0.5396753676328158,7437.853713890394,-11821.068765895303
0.00016,-0.7631911972147195,-0.6521206121074907,9018.101032600942,-10634.867392455442
0.00017,-0.6659234997809529,-0.7517501460051969,10421.162800819622,-9238.012512290581
0.00018,-0.5556039213309489,-0.8365489764636564,11617.803806794293,-7671.563721991612
0.00019,-0.43434785754319205,-0.9048524992357043,12587.778918974633,-5972.572590609789
0.0002,-0.30459518349159603,-0.9554804371052038,13315.153400604198,-4153.826901694269
0.00021,-0.1689473637859183,-0.9874259903099298,13778.03452119775,-2241.7961913652844
0.00022,-0.030062784796805908,-1.0000018119361678,13963.980552880397,-269.84643606232385
0.00023,0.10934375136974184,-0.9928424393352041,13870.168604201343,1721.9560854675128
0.00024000000000000003,0.24650102687237396,-0.9659042941233248,13503.39462013387,3686.844792169517
0.00025,0.37863606977450026,-0.9195072986145503,12877.74634836075,5578.088388446537
0.00026000000000000003,0.50316209452238,-0.854580385379704,11993.53189253419,7371.914233943253
0.00027,0.6174721760925279,-0.7724052384898303,10850.740944227182,9029.829183665306
0.00028000000000000003,0.7191437127495635,-0.6745489909099461,9462.765449882163,10514.893155675578
0.00029,0.8059625614808149,-0.5628729496305618,7856.411053472395,11794.414021436845
0.00030000000000000003,0.8759230379963229,-0.4395325956676768,6071.897096501907,12839.947605811853
0.00031,0.927245364678786,-0.306967655311378,4161.010312803671,13628.87191585687
0.00032,0.9587462039668052,-0.16782548590398128,2151.9138127484907,14151.777993491394
0.00033000000000000005,0.9697073983819632,-0.025124977927795777,73.23919881787333,14369.79399532992
0.00034,0.959760354462265,0.11801750280023571,-2035.1922852495136,14254.52768562708
0.00035000000000000005,0.9289330027516741,0.25845725656208185,-4127.952181379538,13799.353017816751
0.00036,0.8776497978001134,0.3930212497386162,-6154.004817162531,13019.410134512069
0.00037000000000000005,0.8067317181634641,0.5185081148096237,-8056.70730585337,11951.605367505399
0.00038,0.7174313946827141,0.6317962057363637,-9779.626832125568,10647.28141942957
0.00039000000000000005,0.611788295676602,0.730658080539536,-11299.646724559821,9104.296037212718
0.0004,0.4922534404561403,0.8128381432808139,-12569.162921925865,7331.617526721875
0.00041000000000000005,0.3615089774614858,0.8763306345840995,-13547.106301804637,5360.374174824842
0.00042,0.22249113001211784,0.9195102891756977,-14207.453017819867,3237.307087373525
0.00043000000000000004,0.07839019630683275,0.94113233588432,-14539.224499638109,1024.7701892038458
0.00044,-0.06736686057905164,0.9403489157222126,-14546.277231715176,-1201.3611562182027
0.00045000000000000004,-0.21149146233365676,0.9171936387879348,-14227.405145130939,-3401.056277595407
0.00046,-0.3505742036352435,0.8723606554308394,-13563.60471760952,-5529.967570698207
0.00047000000000000004,-0.4812722423529162,0.8069090927757053,-12555.076912731067,-7534.264888393632
0.00048000000000000007,-0.6004445290744403,0.7223290010630671,-11225.439224409785,-9363.813850459192
0.0004900000000000001,-0.7051518071062455,0.6205413536492139,-9621.725676893937,-10972.175843582932
0.0005,-0.7926612717738206,0.5038970257315697,-7814.025537761481,-12316.84645209894
0.00051,-0.8610034530768826,0.3751325729710694,-5846.286707033304,-13375.548246917951
0.0005200000000000001,-0.9088334890275909,0.2374508526501522,-3736.751885207932,-14113.918472801428
0.0005300000000000001,-0.9350681550522212,0.09422002519739509,-1525.8151316781368,-14500.493880966029
0.00054,-0.9390796062229676,-0.05113874719448319,734.7286253666734,-14524.547781729125
0.00055,-0.9206953772579413,-0.19515130056862884,2981.6835889405374,-14196.090044508808
0.0005600000000000001,-0.8801983825211711,-0.3342904692040436,5140.453093260807,-13545.867097823872
0.0005700000000000001,-0.8185490397369821,-0.4652798462114291,7154.84087503061,-12602.768070519809
0.00058,-0.7375408067708892,-0.5852643746665508,9000.916569367377,-11361.940668994164
0.00059,-0.6391806610382167,-0.691388988755081,10632.920243885168,-9840.281164627158
0.0006000000000000001,-0.5257852956148112,-0.7811338654154506,12012.17964891276,-8071.707156407818
0.0006100000000000001,-0.3999830594472946,-0.8523177064557331,13107.423542315933,-6106.990432301905
0.00062,-0.26471093991158856,-0.9031017045547403,13895.154302035096,-4013.282880310451
0.00063,-0.12309430203827854,-0.9323019531328534,14368.360468981902,-1837.592615378714
0.00064,0.021426794406321004,-0.9393782644354318,14497.912339459715,389.5724225760696
0.0006500000000000001,0.1653401304397868,-0.9241739360589908,14261.556967224526,2624.0656219764805
0.0006600000000000001,0.3051809306001836,-0.8869695403735853,13660.240319837634,4814.856377440445
0.00067,0.43753186294606294,-0.828482924522811,12718.107278665662,6904.030089781203
0.00068,0.5590230390564687,-0.7498692104238018,11482.501638880512,8826.788166007414
0.0006900000000000001,0.6666305868561471,-0.6528485034715845,9999.209896397922,10533.060023423466
0.0007000000000000001,0.7580120103770961,-0.5399302956528708,8263.68274780454,11997.43133070188
0.00071,0.8308274364141636,-0.4138881205666603,6297.802408484539,13169.953110441029
0.00072,0.8831344186968082,-0.2777521026933515,4142.272767089866,14014.74637833559
0.0007300000000000001,0.9134005067283913,-0.13481257028090032,1855.8620286713722,14511.04682971668
0.0007400000000000001,0.9205032457861805,0.01137994465518466,-484.5972853212461,14653.204839551898
0.00075,0.9039503838664311,0.15717601504569118,-2811.521869453865,14446.04722365395
0.00076,0.8642549066661666,0.2989443572501086,-5090.525762783479,13869.314134105041
0.0007700000000000001,0.8023443239123865,0.43293103493772944,-7258.951999722265,12907.48033851529
0.0007800000000000001,0.7196500620297506,0.5555654831621121,-9256.96481421612,11573.793763629681
0.00079,0.6181121882121485,0.6634658740539956,-11028.3174631673,9910.407737613845
0.0008,0.5001794104226958,0.7534391168213052,-12520.352226434456,7988.380990053983
0.0008100000000000001,0.3688048518966647,0.8228750083677785,-13692.285140681905,5872.029233405658
0.0008200000000000001,0.22751853069406308,0.8701475966429509,-14504.470888333954,3578.972571184604
0.0008300000000000001,0.08015759794657512,0.8938612566163229,-14916.23431130426,1163.4046008707928
0.00084,-0.06930840867709748,0.8932130095354203,-14910.771330448793,-1307.7000613999344
0.0008500000000000001,-0.21677854626627252,0.8679993495550599,-14495.403355673792,-3755.1561331426665
0.0008600000000000001,-0.35808875734517837,0.8186685359266452,-13695.98985800769,-6093.434132161965
0.0008700000000000001,-0.4894657853603044,0.7466795931286124,-12518.89334223473,-8267.730984718977
0.00088,-0.6072744606110776,0.6540536740534157,-10990.523833818075,-10216.784231194883
0.0008900000000000001,-0.7082537431299415,0.5433132257391818,-9155.988387946536,-11883.369018799362
