t,x,y,vx,vy
0.00017099999999999998,-0.33044438319540503,-1.6157051421225903,5417.77813545093,-3876.1802309678924
0.00017199999999999998,-0.3250193339245839,-1.6195457701959057,5432.1658800158975,-3805.16658446846
0.000173,-0.31958005112556165,-1.623315473732886,5446.246906566686,-3734.329180195888
0.000174,-0.31412683980979,-1.6270144270090228,5460.024580437422,-3663.6641070541928
0.000175,-0.3086600016710051,-1.630642800410777,5473.502172850596,-3593.1674974804405
0.000176,-0.30317983517821967,-1.6342007604785205,5486.682863116361,-3522.8355262728883
0.000177,-0.29768663566655545,-1.6376884699483178,5499.56974075267,-3452.6644094425947
0.000178,-0.29218069542599484,-1.6411060877925698,5512.1658075291025,-3382.650403087784
0.000179,-0.2866623037881259,-1.6444537692595431,5524.473979437034,-3312.7898022902737
0.00017999999999999998,-0.2811317472109535,-1.6477316659118078,5536.4970885887515,-3243.0789400332774
0.00018099999999999998,-0.27558930936184634,-1.650939925663603,5548.237885047943,-3173.514186139925
0.00018199999999999998,-0.27003527119868675,-1.654078692817151,5559.699038593923,-3104.0919462318498
0.000183,-0.2644699110492895,-1.6571481080979389,5570.883140421827,-3034.808660707204
0.000184,-0.2588935046891514,-1.6601483086889903,5581.792704780915,-2965.660803737496
0.000185,-0.25330632541759307,-1.6630794282641408,5592.430170553033,-2896.6448822826305
0.000186,-0.24770864413235194,-1.6659415970203384,5602.797902773186,-2827.757435123576
0.000187,-0.24210072940268285,-1.6687349417089852,5612.898194094086,-2758.9950319120685
0.000188,-0.2364828475410218,-1.671459585666337,5622.733266196466,-2690.3542722368
0.00018899999999999999,-0.23085526267326617,-1.6741156488429776,5632.305271146856,-2621.8317847055378
0.00018999999999999998,-0.2252182368077227,-1.6767032478323822,5641.616292704462,-2553.42422604263
0.00019099999999999998,-0.21957202990277402,-1.6792224958985875,5650.668347578683,-2485.1282802013807
0.000192,-0.2139168999333117,-1.6816735030029792,5659.4633866387785,-2416.9406574907753
0.000193,-0.20825310295598334,-1.6840563758302154,5668.0032960770795,-2348.858093716052
0.000194,-0.20258089317329928,-1.686371217813296,5676.289898527114,-2280.87734933263
0.000195,-0.19690052299664332,-1.6886181291577929,5684.324954137936,-2212.99520861291
0.000196,-0.19121224310823093,-1.6907972068652541,5692.1101616058895,-2145.208478825478
0.000197,-0.18551630252205636,-1.6929085447557923,5699.6471591649815,-2077.5139894262456
0.000198,-0.17981294864387012,-1.6949522334898701,5706.937525536998,-2009.9085912610817
0.00019899999999999999,-0.17410242733022588,-1.6969283605892946,5713.982780842422,-1942.3891557794839
0.00019999999999999998,-0.16838498294663604,-1.6988370104574302,5720.784387473175,-1874.9525742588614
0.00020099999999999998,-0.16266085842487327,-1.7006782643986413,5727.343750928161,-1807.5957570389996
